id,Date,Rank,Series,W_L,Win,Loss,Forfeit,Absence,Winrate,Streak(Wins)
1,1993-07-01,Y1e,WWWWWWWWWWWLWWL,13-2 Y,13,2,0,0,86.67,Y
1,1993-09-01,Y1e,WWWWWWWWWWWWWWL,14-1 Y,14,1,0,0,93.33,Y
1,1993-11-01,Y1e,WWWWWWWLWWWWWLW,13-2 Y,13,2,0,0,86.67,Y
1,1994-01-01,Y1e,WWWLWWLWWWWWLWL,11-4,11,4,0,0,73.33,Y
1,1994-03-01,Y1e,WWWWLWWLWWWLWWW,12-3 Y,12,3,0,0,80.0,Y
1,1994-05-01,Y1e,WWWWWWWWWWLAFFF,10-2-3,10,1,3,1,90.91,Y
1,1994-07-01,Y1eHD,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
1,1994-09-01,Y1eHD,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
1,1994-11-01,Y1eHD,WWLWLWWWWLWWLWL,10-5,10,5,0,0,66.67,Y
1,1995-01-01,Y1w,WWWWWWWLWWWWLWL,12-3,12,3,0,0,80.0,Y
1,1995-03-01,Y1w,WWWWWWWWWWWWWLW,14-1 Y,14,1,0,0,93.33,Y
1,1995-05-01,Y1e,WWWLWWWWWWWWWWL,13-2 J,13,2,0,0,86.67,Y
1,1995-07-01,Y1w,WWLWWLLWWWWWLWW,11-4,11,4,0,0,73.33,Y
1,1995-09-01,Y1w,WWWWWWWWWWWLWLL,12-3 J,12,3,0,0,80.0,Y
1,1995-11-01,Y1w,WLWWWWWWLAFFFFF,7-3-5,7,2,5,1,77.78,Y
1,1996-01-01,Y1w,LLAFFFFFFFFFFFF,0-3-12,0,2,12,1,0.0,N
1,1996-03-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
1,1996-05-01,Y1w,WLLWWWWLWWWWWLL,10-5,10,5,0,0,66.67,Y
1,1996-07-01,Y1w,WWWWWLWWWWWWWLL,12-3 J,12,3,0,0,80.0,Y
1,1996-09-01,Y1w,WLWWWWWWWLWLLWL,10-5,10,5,0,0,66.67,Y
1,1996-11-01,Y1w,LWWWWWWWWWWLLLW,11-4 D,11,4,0,0,73.33,Y
1,1997-01-01,Y1e,WWWWWWWWWWLWWLL,12-3,12,3,0,0,80.0,Y
1,1997-03-01,Y1w,WWWWWWWWLWWLWWL,12-3 D,12,3,0,0,80.0,Y
1,1997-05-01,Y1w,LWWWWLWWWWWWWWW,13-2 Y,13,2,0,0,86.67,Y
1,1997-07-01,Y1w,WWLWWLWWWWWWWWL,12-3 J,12,3,0,0,80.0,Y
1,1997-09-01,Y1w,WWWLWWWWLWLWLLL,9-6,9,6,0,0,60.0,Y
1,1997-11-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
1,1998-01-01,Y1w,LWWWLLWWWWWLLWW,10-5,10,5,0,0,66.67,Y
1,1998-03-01,Y1e,LLWWWWWWWWWWWWW,13-2 J,13,2,0,0,86.67,Y
1,1998-05-01,Y1e,LWLWWWWLWWWWLLW,10-5,10,5,0,0,66.67,Y
1,1998-07-01,Y1e,WLWWWWWWWLLLWWW,11-4,11,4,0,0,73.33,Y
1,1998-09-01,Y1w,WLWWWWWWLLWWWLL,10-5,10,5,0,0,66.67,Y
1,1998-11-01,Y2e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
1,1999-01-01,Y2e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
1,1999-03-01,Y2e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
1,1999-05-01,Y2e,LLWWWWWLWWWWWWL,11-4,11,4,0,0,73.33,Y
1,1999-07-01,Y1e,WWWWWWLWWWWWWWL,13-2 D,13,2,0,0,86.67,Y
1,1999-09-01,Y1e,WWLAFFFFFFFFFFF,2-2-11,2,1,11,1,66.67,N
1,1999-11-01,Y2e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
1,2000-01-01,Y2w,WWWWWWWWLWWLWLL,11-4,11,4,0,0,73.33,Y
1,2000-03-01,Y1w,WWWLLWWWWWLWWWW,12-3 J,12,3,0,0,80.0,Y
1,2000-05-01,Y1e,WWLWWWWWWWWWWWL,13-2 J,13,2,0,0,86.67,Y
1,2000-07-01,Y1e,WWWWWWWWWWWWWLL,13-2 Y,13,2,0,0,86.67,Y
1,2000-09-01,Y1e,LWWWWWWWWWWWLWW,13-2 J,13,2,0,0,86.67,Y
1,2000-11-01,Y1w,WWLWWWWWWWWWWWW,14-1 Y,14,1,0,0,93.33,Y
1,2001-01-01,Y1e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,1988-05-01,Jk11e,WFFWFLFWWFLFFFW,5-2,5,2,8,0,71.43,N
2,1988-07-01,Jd101w,FWFWWFFWFLWFFFW,6-1,6,1,8,0,85.71,N
2,1988-09-01,Jd31w,FWFWFWFWLFFWWFF,6-1,6,1,8,0,85.71,N
2,1988-11-01,Sd74e,FWWFFLWFFWFWLFF,5-2,5,2,8,0,71.43,N
2,1989-01-01,Sd41e,WFFLWFFWWFWFLFF,5-2,5,2,8,0,71.43,N
2,1989-03-01,Sd13w,WFFWFWWFFLFLWFF,5-2,5,2,8,0,71.43,N
2,1989-05-01,Ms48e,FWFWFWWFFWWFWFF,7-0 Y,7,0,8,0,100.0,N
2,1989-07-01,Ms6e,LFFLFWLFFWFLFFW,3-4,3,4,8,0,42.86,N
2,1989-09-01,Ms9w,WFFWWFWFWFWFWFF,7-0 Y,7,0,8,0,100.0,N
2,1989-11-01,J10w,WLWLWWLLLWWWLWL,8-7,8,7,0,0,53.33,N
2,1990-01-01,J6w,WLLWWWWLLLWWWLW,9-6,9,6,0,0,60.0,Y
2,1990-03-01,J3w,WLWWLLLWWLLWWWW,9-6,9,6,0,0,60.0,Y
2,1990-05-01,M14e,WLLWLLLWLWLLLLL,4-11,4,11,0,0,26.67,N
2,1990-07-01,J5e,WLWLLLWWLLWWWWL,8-7,8,7,0,0,53.33,Y
2,1990-09-01,J2e,LLWWWLWLLWWWWWW,10-5,10,5,0,0,66.67,Y
2,1990-11-01,M12w,LWWLWWWLWWLLWLL,8-7,8,7,0,0,53.33,N
2,1991-01-01,M9w,LWLWLLLLLLWWWWL,6-9,6,9,0,0,40.0,Y
2,1991-03-01,M13e,WWWWWWWWWWWLLLW,12-3 J,12,3,0,0,80.0,Y
2,1991-05-01,M1w,WWLLLWLWLLWWWWW,9-6,9,6,0,0,60.0,Y
2,1991-07-01,K1w,WLLWLWWWWWLWWWW,11-4,11,4,0,0,73.33,Y
2,1991-09-01,S1w,WWWLLLLLWWWLLLW,7-8,7,8,0,0,46.67,N
2,1991-11-01,M1e,LWLLLWWWLLWWLWL,7-8,7,8,0,0,46.67,N
2,1992-01-01,M2e,WWLWWWWWWWWWWWW,14-1 Y,14,1,0,0,93.33,Y
2,1992-03-01,S1w,LLLWWWLLWWLLLLL,5-10,5,10,0,0,33.33,N
2,1992-05-01,M2w,LWLWLWWWWWLWLLW,9-6,9,6,0,0,60.0,Y
2,1992-07-01,K2eHD,WLLLWLLWWLWWLWW,8-7,8,7,0,0,53.33,N
2,1992-09-01,K1w,WWWWLWWWWWWWWWW,14-1 Y,14,1,0,0,93.33,Y
2,1992-11-01,S1w,LLLLWWWWWWWWWLW,10-5,10,5,0,0,66.67,Y
2,1993-01-01,S1e,WWWWWWWLWLLWWWL,11-4,11,4,0,0,73.33,Y
2,1993-03-01,O1e,WWWWLWLWWWWWWLL,11-4 J,11,4,0,0,73.33,Y
2,1993-05-01,O1e,WLWWWWWWWWWWWWW,14-1 Y,14,1,0,0,93.33,Y
2,1993-07-01,O1e,WWLWWWWWWWLWWWW,13-2 D,13,2,0,0,86.67,Y
2,1993-09-01,O1e,WLWWWWWLWWWWWLW,12-3 J,12,3,0,0,80.0,Y
2,1993-11-01,O1e,WLWLLLWWWWLWLLL,7-8,7,8,0,0,46.67,Y
2,1994-01-01,O1w,WWWWWWWWWWWWWLW,14-1 Y,14,1,0,0,93.33,Y
2,1994-03-01,O1e,WWWWLWWLWWWWLWL,11-4,11,4,0,0,73.33,Y
2,1994-05-01,O1w,WWWWWWLWWWWWWWW,14-1 Y,14,1,0,0,93.33,Y
2,1994-07-01,O1e,WLWWWLWLWWWWWWL,11-4,11,4,0,0,73.33,Y
2,1994-09-01,O2w,WWWWWWWWWWWWWWW,15-0 Y,15,0,0,0,100.0,Y
2,1994-11-01,O1e,WWWWWWWWWWWWWWW,15-0 Y,15,0,0,0,100.0,Y
2,1995-01-01,Y1e,LWWWWWWLWWWWWWW,13-2 Y,13,2,0,0,86.67,Y
2,1995-03-01,Y1e,WWWWWWLWWWWWWWL,13-2 J,13,2,0,0,86.67,Y
2,1995-05-01,Y1w,WWWWWWWWWWWWLWW,14-1 Y,14,1,0,0,93.33,Y
2,1995-07-01,Y1e,WWWWWWWLWWWWWWL,13-2 Y,13,2,0,0,86.67,Y
2,1995-09-01,Y1e,WWWWWWWWWWWWWWW,15-0 Y,15,0,0,0,100.0,Y
2,1995-11-01,Y1e,LWWWWWLWWWWWWWL,12-3 D,12,3,0,0,80.0,Y
2,1996-01-01,Y1e,WWWWWWWWWWWWWLW,14-1 D,14,1,0,0,93.33,Y
2,1996-03-01,Y1e,WWLWWWWWWWWWWWW,14-1 Y,14,1,0,0,93.33,Y
2,1996-05-01,Y1e,WWWWWLWWWWWWWWW,14-1 Y,14,1,0,0,93.33,Y
2,1996-07-01,Y1e,WWLWWWWWWWWWLWW,13-2 Y,13,2,0,0,86.67,Y
2,1996-09-01,Y1e,WWWWWWWWWWWWWWW,15-0 Y,15,0,0,0,100.0,Y
2,1996-11-01,Y1e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,1997-01-01,Y1w,WWWLLWWWWWWWWWW,13-2 J,13,2,0,0,86.67,Y
2,1997-03-01,Y1e,WWWLWWLWWWWWWLW,12-3 Y,12,3,0,0,80.0,Y
2,1997-05-01,Y1e,WLWWWWWWWWWWWWL,13-2 D,13,2,0,0,86.67,Y
2,1997-07-01,Y1e,WWLWWWWWWWWWWLW,13-2 Y,13,2,0,0,86.67,Y
2,1997-09-01,Y1e,WWLWWWWWWWWWWLW,13-2 Y,13,2,0,0,86.67,Y
2,1997-11-01,Y1e,WWWWLWWWWWWWWWW,14-1 D,14,1,0,0,93.33,Y
2,1998-01-01,Y1e,LWWWWWWWWLLLAFF,8-5-2,8,4,2,1,66.67,Y
2,1998-03-01,Y1w,LLWLAFFFFFFFFFF,1-4-10,1,3,10,1,25.0,N
2,1998-05-01,Y1w,WWWWWLWWLLWWLWL,10-5,10,5,0,0,66.67,Y
2,1998-07-01,Y1w,WWWWWWWWWWWWWWL,14-1 Y,14,1,0,0,93.33,Y
2,1998-09-01,Y1e,WWLWWWWWWWWWWLW,13-2 Y,13,2,0,0,86.67,Y
2,1998-11-01,Y1e,WLLWWWWWWWWWLWW,12-3 J,12,3,0,0,80.0,Y
2,1999-01-01,Y1e,LLWLWWWWWLWLWLL,8-7,8,7,0,0,53.33,Y
2,1999-03-01,Y1w,WWWLWWWWLWAFFFF,8-3-4,8,2,4,1,80.0,Y
2,1999-05-01,Y1e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,1999-07-01,Y2w,WLWWWWWWLWWLLLL,9-6,9,6,0,0,60.0,Y
2,1999-09-01,Y2e,LLAFFFFFFFFFFFF,0-3-12,0,2,12,1,0.0,N
2,1999-11-01,Y2w,LWWWWLWWLWWWWWL,11-4 J,11,4,0,0,73.33,Y
2,2000-01-01,Y1w,WWLWWWWLLWWWWWW,12-3 J,12,3,0,0,80.0,Y
2,2000-03-01,Y1e,LWWWWWWLWWWWLWL,11-4,11,4,0,0,73.33,Y
2,2000-05-01,Y1w,WWWWWLWWWWWWLWW,13-2 J,13,2,0,0,86.67,Y
2,2000-07-01,Y1w,WWLWWWLAFFFFFFF,5-3-7,5,2,7,1,71.43,N
2,2000-09-01,Y2e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,2000-11-01,Y2e,WWWWWWWWLLWWLLW,11-4,11,4,0,0,73.33,Y
2,2001-01-01,Y2e,WWWWWWWWWWWWWWL,14-1 Y,14,1,0,0,93.33,Y
2,2001-03-01,Y1e,WWLWWWWWWWWWLWL,12-3 J,12,3,0,0,80.0,Y
2,2001-05-01,Y1e,WWWWWWWWWWWWWLL,13-2 Y,13,2,0,0,86.67,Y
2,2001-07-01,Y1e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,2001-09-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,2001-11-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,2002-01-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,2002-03-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,2002-05-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,2002-07-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,2002-09-01,Y1w,WLWWLWWWWWWWWWL,12-3 J,12,3,0,0,80.0,Y
2,2002-11-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
2,2003-01-01,Y1w,WWAFWWLLA,4-4-1,4,2,1,2,33.33,N
3,1988-05-01,Jk10w,FWWFWFWFWFWFWFF,7-0 Y,7,0,8,0,100.0,N
3,1988-07-01,Jd47e,WFFLFWWFWFWFFFW,6-1,6,1,8,0,85.71,N
3,1988-09-01,Sd86e,FWFWFWWFWFFWLFF,6-1,6,1,8,0,85.71,N
3,1988-11-01,Sd34e,WFWFWFWFWFFWWFF,7-0 Y,7,0,8,0,100.0,N
3,1989-01-01,Ms22e,FLLFFWLFLFWFWFF,3-4,3,4,8,0,42.86,N
3,1989-03-01,Ms28w,LFFWWFFLLFFWFWF,4-3,4,3,8,0,57.14,N
3,1989-05-01,Ms20w,LFWFFWFLFWFWLFF,4-3,4,3,8,0,57.14,N
3,1989-07-01,Ms14e,WFLFLFWFWFFWFWF,5-2,5,2,8,0,71.43,N
3,1989-09-01,Ms5e,LFWFWFWFFLLFFFL,3-4,3,4,8,0,42.86,N
3,1989-11-01,Ms9e,WFWFFWWFFLFWWFF,6-1,6,1,8,0,85.71,N
3,1990-01-01,Ms2w,FWFLFWFLLWFWFFF,4-3,4,3,8,0,57.14,N
3,1990-03-01,J13w,LWWWWWWWLLWWLLL,9-6,9,6,0,0,60.0,Y
3,1990-05-01,J8w,WLWWWLWLWWLWLWW,10-5,10,5,0,0,66.67,N
3,1990-07-01,J2e,WWLWWWWWWLWLWWW,12-3 Y,12,3,0,0,80.0,Y
3,1990-09-01,M10w,LLWWWLLWWWLWLLW,8-7,8,7,0,0,53.33,N
3,1990-11-01,M5w,LLWWWLLLLLWWLLW,6-9,6,9,0,0,40.0,N
3,1991-01-01,M10e,WWLWLWLLLLLWWLW,7-8,7,8,0,0,46.67,N
3,1991-03-01,M12e,LWLWLLWLWWWWWLW,9-6,9,6,0,0,60.0,Y
3,1991-05-01,M7e,LWWLWWLLWLLWLWW,8-7,8,7,0,0,53.33,N
3,1991-07-01,M2w,LWLLLWLLWWWWLLW,7-8,7,8,0,0,46.67,Y
3,1991-09-01,M3w,WWWWWLLLLWWWWWW,11-4,11,4,0,0,73.33,Y
3,1991-11-01,K2eHD,LWWWLLLWWLLWLLW,7-8,7,8,0,0,46.67,N
3,1992-01-01,M1w,LWWLWWLLWWWLWWW,10-5,10,5,0,0,66.67,N
3,1992-03-01,K1w,LLLLLAFFFFLLLAF,0-10-5,0,8,5,2,0.0,N
3,1992-05-01,M7w,WLWLWWWWWLWWWWL,11-4 J,11,4,0,0,73.33,Y
3,1992-07-01,M1e,LWWWLWLAFFLLLLL,4-9-2,4,8,2,1,33.33,N
3,1992-09-01,M9e,WLWWLLWLWWWLLWL,8-7,8,7,0,0,53.33,N
3,1992-11-01,M4w,WLWLWWWWLWLLWWL,9-6,9,6,0,0,60.0,Y
3,1993-01-01,M3e,LWLWWLLWWWWWWLW,10-5,10,5,0,0,66.67,Y
3,1993-03-01,K1e,WWWWWWWLWWWWWWW,14-1 Y,14,1,0,0,93.33,Y
3,1993-05-01,S1w,WWWWWWWLWLWLWLL,10-5,10,5,0,0,66.67,Y
3,1993-07-01,S1e,WWWWWWWWWLWWLWW,13-2 D,13,2,0,0,86.67,Y
3,1993-09-01,O1w,WWWWLWWWLWLWLLL,9-6,9,6,0,0,60.0,Y
3,1993-11-01,O1w,WWWWLWLWWWWLWWW,12-3,12,3,0,0,80.0,Y
3,1994-01-01,O1e,WWLWLWWWWWWLLWW,11-4,11,4,0,0,73.33,Y
3,1994-03-01,O1w,LWWLWLAFFFFFFFF,3-4-8,3,3,8,1,50.0,N
3,1994-05-01,O2wHD,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
3,1994-07-01,O2w,WWWWWWWWWWWWLWW,14-1 J,14,1,0,0,93.33,Y
3,1994-09-01,O1w,WWWWWWWWWWLWWLL,12-3,12,3,0,0,80.0,Y
3,1994-11-01,O1w,WWLWWLWWWLLLWLL,8-7,8,7,0,0,53.33,N
3,1995-01-01,O2e,WWWWWLWWWLWLWWW,12-3,12,3,0,0,80.0,Y
3,1995-03-01,O1w,WWWWWWWWLWLWWWL,12-3,12,3,0,0,80.0,Y
3,1995-05-01,O1w,WLWWWLWWWWLWLLL,9-6,9,6,0,0,60.0,Y
3,1995-07-01,O1w,WWLWWWWWWWWLWLL,11-4,11,4,0,0,73.33,Y
3,1995-09-01,O1w,LWWLWWLWWWWLLWW,10-5,10,5,0,0,66.67,Y
3,1995-11-01,O1w,WWLWWWWWWWWLWWL,12-3 Y,12,3,0,0,80.0,Y
3,1996-01-01,O1e,LLLAFFFFFFFFFFF,0-4-11,0,3,11,1,0.0,N
3,1996-03-01,O2e,WLWWLWWWWWWWWLW,12-3 J,12,3,0,0,80.0,Y
3,1996-05-01,O1e,WWWLWWWWWWWLWWL,12-3 J,12,3,0,0,80.0,Y
3,1996-07-01,O1e,LLWWLWLWWWWWWWL,10-5,10,5,0,0,66.67,Y
3,1996-09-01,O1w,LWWWLWWWWWLWWWL,11-4 J,11,4,0,0,73.33,Y
3,1996-11-01,O1e,WLLWWWWWWWLWWWL,11-4 D,11,4,0,0,73.33,Y
3,1997-01-01,O1e,WWWWWWWWWWWWWWL,14-1 Y,14,1,0,0,93.33,Y
3,1997-03-01,O1e,WWWAFFFFFFFFFFF,3-1-11,3,0,11,1,100.0,N
3,1997-05-01,O2e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
3,1997-07-01,O2e,WLLLWWWWWWLLWLL,8-7,8,7,0,0,53.33,Y
3,1997-09-01,O2e,WWWWWWWLWWLLWWW,12-3,12,3,0,0,80.0,Y
3,1997-11-01,O2e,WWWWLLWLLWWWLWW,10-5,10,5,0,0,66.67,Y
3,1998-01-01,O2e,LWLWWLWWLWWWWLW,10-5,10,5,0,0,66.67,Y
3,1998-03-01,O2e,WWWWWWWWWWWWLWW,14-1 Y,14,1,0,0,93.33,Y
3,1998-05-01,O1e,WWWLWLWWWWLWWWW,12-3 Y,12,3,0,0,80.0,Y
3,1998-07-01,Y2e,WWWWWLLWWWWLWLL,10-5,10,5,0,0,66.67,Y
3,1998-09-01,Y2e,WWWWLWWWWWWWLWL,12-3 J,12,3,0,0,80.0,Y
3,1998-11-01,Y1w,WWLWWWWWLWLWLLL,9-6,9,6,0,0,60.0,Y
3,1999-01-01,Y1w,WWWWWWWWWWWWLWL,13-2 D,13,2,0,0,86.67,Y
3,1999-03-01,Y1e,WLLLWWWLWAFFFFF,5-5-5,5,4,5,1,55.56,N
3,1999-05-01,Y1w,WWLLWLLAFFFFFFF,3-5-7,3,4,7,1,42.86,N
3,1999-07-01,Y2e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
3,1999-09-01,Y2w,LLWWLWWWWWLLLLL,7-8,7,8,0,0,46.67,Y
3,1999-11-01,Y1w,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
3,2000-01-01,Y2e,FFFFFFFFFFFFFFF,0-0-15,0,0,15,0,0.0,N
3,2000-03-01,Y2w,WLLWLA,2-4,2,3,0,1,14.29,N
4,1989-11-01,Jk41w,FWFWFWWFFWWFWFF,7-0 Y,7,0,8,0,100.0,N
4,1990-01-01,Jd56e,WFWFFWWFFWWFLFF,6-1,6,1,8,0,85.71,N
4,1990-03-01,Sd94w,WFWFWFFWFWWFLFF,6-1,6,1,8,0,85.71,N
4,1990-05-01,Sd40e,FWFWWFFWWFWFWFF,7-0 Y,7,0,8,0,100.0,N
4,1990-07-01,Ms25e,FLWFFWFLFWFWFFW,5-2,5,2,8,0,71.43,N
4,1990-09-01,Ms11w,FLFLLFWFLFFWLFF,2-5,2,5,8,0,28.57,N
4,1990-11-01,Ms24w,FLWFFWFWFWWFFFW,6-1,6,1,8,0,85.71,N
4,1991-01-01,Ms9e,LFFWFWWFFLLFFFW,4-3,4,3,8,0,57.14,N
4,1991-03-01,Ms4w,FWFWLFWFWFLFFLF,4-3,4,3,8,0,57.14,N
4,1991-05-01,Ms1e,WFWFLFWFLWFFFFW,5-2,5,2,8,0,71.43,N
4,1991-07-01,J11e,WWWLLWWLWWWWWWL,11-4 Y,11,4,0,0,73.33,Y
4,1991-09-01,J3e,WWWLWWWWWLWLWLL,10-5,10,5,0,0,66.67,Y
4,1991-11-01,M12e,LWWWWLWLWWWWLWW,11-4,11,4,0,0,73.33,Y
4,1992-01-01,M3e,WWLWLWLWLLWWLWW,9-6,9,6,0,0,60.0,N
4,1992-03-01,M1w,WWWLLLLWWWLWWWL,9-6,9,6,0,0,60.0,N
4,1992-05-01,K2wHD,LWLLWLWWLLWWWWL,8-7,8,7,0,0,53.33,Y
4,1992-07-01,K1e,WWWWWLWWLWLWWLW,11-4 J,11,4,0,0,73.33,Y
4,1992-09-01,S1w,WLLWWLWWWLWWWLW,10-5,10,5,0,0,66.67,N
4,1992-11-01,S1e,WWWWWWWLLWWLLLL,9-6,9,6,0,0,60.0,Y
4,1993-01-01,S2eHD,LWWLWWWLWWWLLWW,10-5,10,5,0,0,66.67,N
4,1993-03-01,S1e,LLWLWWWWWWWLLWW,10-5,10,5,0,0,66.67,Y
4,1993-05-01,S1e,WWWWLLWLWWLWWLL,9-6,9,6,0,0,60.0,Y
4,1993-07-01,S1w,WWLWWWWLWLLLLLW,8-7,8,7,0,0,53.33,Y
4,1993-09-01,S1e,WWWLWLLLLWLLWWW,8-7,8,7,0,0,53.33,N
4,1993-11-01,S2wHD,LWLWWWWWWWWWWWW,13-2 D,13,2,0,0,86.67,Y
4,1994-01-01,S1e,WWWLWWWWWWWWWLL,12-3,12,3,0,0,80.0,Y
4,1994-03-01,O2wHD,WWWWWLWWLLWWLLL,9-6,9,6,0,0,60.0,Y
4,1994-05-01,O2eHD,WWWWLWWLWWWWWWL,12-3 J,12,3,0,0,80.0,Y
4,1994-07-01,O1w,WWWWWWWWWWWWWWW,15-0 Y,15,0,0,0,100.0,Y
4,1994-09-01,O1e,WWLWWLWWWWLWLWW,11-4,11,4,0,0,73.33,Y
4,1994-11-01,O2w,WWLLWWWWWWWWWLW,12-3 J,12,3,0,0,80.0,Y
4,1995-01-01,O1w,WWLWWWWWWWWWWLW,13-2 D,13,2,0,0,86.67,Y
4,1995-03-01,O1e,WWWWWWLWWWWWLLW,12-3,12,3,0,0,80.0,Y
4,1995-05-01,O1e,WWWWWLWWWWWWLLW,12-3,12,3,0,0,80.0,Y
4,1995-07-01,O1e,WWWWLWLWWWWWWLW,12-3 J,12,3,0,0,80.0,Y
4,1995-09-01,O1e,WLWWWWWWLWWWLLL,10-5,10,5,0,0,66.67,Y
4,1995-11-01,O1e,WWWWWLWWLLWLWLW,10-5,10,5,0,0,66.67,Y
4,1996-01-01,O1w,WLWWWWLWLWWLWLL,9-6,9,6,0,0,60.0,Y
4,1996-03-01,O1w,LWWWWLWLWWLWLWL,9-6,9,6,0,0,60.0,Y
4,1996-05-01,O2e,WWWWLWLWWLLWLLW,9-6,9,6,0,0,60.0,Y
4,1996-07-01,O2e,WWWWWLLWLWWLWLW,10-5,10,5,0,0,66.67,Y
4,1996-09-01,O2e,WWWWLWWLWWWWLLW,11-4 J,11,4,0,0,73.33,Y
4,1996-11-01,O1w,WWWLWWWWWWWLLWL,11-4 Y,11,4,0,0,73.33,Y
